source,country,area,lat,lon,year,month,month_num,date,births,country_area
CDC,United States,California,37,-120,2017,November,11,2017-11-01,38814,United States - California
CDC,United States,California,37,-120,2017,December,12,2017-12-01,38427,United States - California
CDC,United States,California,37,-120,2018,January,1,2018-01-01,38186,United States - California
CDC,United States,California,37,-120,2018,February,2,2018-02-01,34467,United States - California
CDC,United States,California,37,-120,2018,March,3,2018-03-01,37811,United States - California
CDC,United States,California,37,-120,2018,April,4,2018-04-01,35583,United States - California
CDC,United States,California,37,-120,2018,May,5,2018-05-01,37390,United States - California
CDC,United States,California,37,-120,2018,June,6,2018-06-01,36700,United States - California
CDC,United States,California,37,-120,2018,July,7,2018-07-01,39606,United States - California
CDC,United States,California,37,-120,2018,August,8,2018-08-01,41105,United States - California
CDC,United States,California,37,-120,2018,September,9,2018-09-01,39081,United States - California
CDC,United States,California,37,-120,2018,October,10,2018-10-01,39295,United States - California
CDC,United States,California,37,-120,2018,November,11,2018-11-01,38107,United States - California
CDC,United States,California,37,-120,2018,December,12,2018-12-01,37589,United States - California
CDC,United States,South,33,-88,2007,January,1,2007-01-01,137296,United States - South
CDC,United States,South,33,-88,2007,February,2,2007-02-01,125216,United States - South
CDC,United States,South,33,-88,2007,March,3,2007-03-01,135650,United States - South
CDC,United States,South,33,-88,2007,April,4,2007-04-01,126651,United States - South
CDC,United States,South,33,-88,2007,May,5,2007-05-01,135100,United States - South
CDC,United States,South,33,-88,2007,June,6,2007-06-01,133662,United States - South
CDC,United States,South,33,-88,2007,July,7,2007-07-01,143078,United States - South
CDC,United States,South,33,-88,2007,August,8,2007-08-01,149059,United States - South
CDC,United States,South,33,-88,2007,September,9,2007-09-01,139986,United States - South
CDC,United States,South,33,-88,2007,October,10,2007-10-01,141491,United States - South
CDC,United States,South,33,-88,2007,November,11,2007-11-01,137133,United States - South
CDC,United States,South,33,-88,2007,December,12,2007-12-01,137642,United States - South
CDC,United States,South,33,-88,2008,January,1,2008-01-01,138628,United States - South
CDC,United States,South,33,-88,2008,February,2,2008-02-01,129422,United States - South
CDC,United States,South,33,-88,2008,March,3,2008-03-01,132031,United States - South
CDC,United States,South,33,-88,2008,April,4,2008-04-01,129645,United States - South
CDC,United States,South,33,-88,2008,May,5,2008-05-01,130818,United States - South
CDC,United States,South,33,-88,2008,June,6,2008-06-01,129924,United States - South
CDC,United States,South,33,-88,2008,July,7,2008-07-01,142123,United States - South
CDC,United States,South,33,-88,2008,August,8,2008-08-01,142711,United States - South
CDC,United States,South,33,-88,2008,September,9,2008-09-01,140793,United States - South
CDC,United States,South,33,-88,2008,October,10,2008-10-01,137950,United States - South
CDC,United States,South,33,-88,2008,November,11,2008-11-01,125199,United States - South
CDC,United States,South,33,-88,2008,December,12,2008-12-01,139110,United States - South
CDC,United States,South,33,-88,2009,January,1,2009-01-01,130625,United States - South
CDC,United States,South,33,-88,2009,February,2,2009-02-01,121041,United States - South
CDC,United States,South,33,-88,2009,March,3,2009-03-01,131287,United States - South
CDC,United States,South,33,-88,2009,April,4,2009-04-01,126969,United States - South
CDC,United States,South,33,-88,2009,May,5,2009-05-01,128480,United States - South
CDC,United States,South,33,-88,2009,June,6,2009-06-01,131011,United States - South
CDC,United States,South,33,-88,2009,July,7,2009-07-01,140805,United States - South
CDC,United States,South,33,-88,2009,August,8,2009-08-01,138258,United States - South
CDC,United States,South,33,-88,2009,September,9,2009-09-01,139190,United States - South
CDC,United States,South,33,-88,2009,October,10,2009-10-01,133364,United States - South
CDC,United States,South,33,-88,2009,November,11,2009-11-01,123761,United States - South
CDC,United States,South,33,-88,2009,December,12,2009-12-01,133879,United States - South
CDC,United States,South,33,-88,2010,January,1,2010-01-01,124832,United States - South
CDC,United States,South,33,-88,2010,February,2,2010-02-01,115524,United States - South
CDC,United States,South,33,-88,2010,March,3,2010-03-01,127717,United States - South
CDC,United States,South,33,-88,2010,April,4,2010-04-01,121549,United States - South
CDC,United States,South,33,-88,2010,May,5,2010-05-01,121456,United States - South
CDC,United States,South,33,-88,2010,June,6,2010-06-01,125725,United States - South
CDC,United States,South,33,-88,2010,July,7,2010-07-01,129788,United States - South
CDC,United States,South,33,-88,2010,August,8,2010-08-01,133440,United States - South
CDC,United States,South,33,-88,2010,September,9,2010-09-01,134932,United States - South
CDC,United States,South,33,-88,2010,October,10,2010-10-01,128868,United States - South
CDC,United States,South,33,-88,2010,November,11,2010-11-01,126939,United States - South
CDC,United States,South,33,-88,2010,December,12,2010-12-01,131901,United States - South
CDC,United States,South,33,-88,2011,January,1,2011-01-01,123516,United States - South
CDC,United States,South,33,-88,2011,February,2,2011-02-01,113546,United States - South
CDC,United States,South,33,-88,2011,March,3,2011-03-01,124102,United States - South
CDC,United States,South,33,-88,2011,April,4,2011-04-01,116035,United States - South
CDC,United States,South,33,-88,2011,May,5,2011-05-01,120566,United States - South
CDC,United States,South,33,-88,2011,June,6,2011-06-01,126017,United States - South
CDC,United States,South,33,-88,2011,July,7,2011-07-01,130682,United States - South
CDC,United States,South,33,-88,2011,August,8,2011-08-01,138403,United States - South
CDC,United States,South,33,-88,2011,September,9,2011-09-01,132907,United States - South
CDC,United States,South,33,-88,2011,October,10,2011-10-01,125641,United States - South
CDC,United States,South,33,-88,2011,November,11,2011-11-01,125383,United States - South
CDC,United States,South,33,-88,2011,December,12,2011-12-01,128313,United States - South
CDC,United States,South,33,-88,2012,January,1,2012-01-01,122842,United States - South
CDC,United States,South,33,-88,2012,February,2,2012-02-01,117621,United States - South
CDC,United States,South,33,-88,2012,March,3,2012-03-01,122269,United States - South
CDC,United States,South,33,-88,2012,April,4,2012-04-01,114842,United States - South
CDC,United States,South,33,-88,2012,May,5,2012-05-01,122876,United States - South
CDC,United States,South,33,-88,2012,June,6,2012-06-01,123257,United States - South
CDC,United States,South,33,-88,2012,July,7,2012-07-01,132162,United States - South
CDC,United States,South,33,-88,2012,August,8,2012-08-01,137910,United States - South
CDC,United States,South,33,-88,2012,September,9,2012-09-01,129873,United States - South
CDC,United States,South,33,-88,2012,October,10,2012-10-01,133159,United States - South
CDC,United States,South,33,-88,2012,November,11,2012-11-01,125218,United States - South
CDC,United States,South,33,-88,2012,December,12,2012-12-01,125243,United States - South
CDC,United States,South,33,-88,2013,January,1,2013-01-01,125884,United States - South
